epoch,global_step,loss,rougeL
10,13450,0.9423,29.3173
10,13500,1.0215,29.3173
10,13550,0.9344,29.3173
10,13600,0.9709,29.3173
10,13650,0.9794,29.3173
10,13700,0.9942,29.3173
10,13750,0.9468,29.3173
10,13800,0.9505,29.3173
10,13850,0.9554,29.3173
10,13900,0.9249,29.3173
10,13950,1.0134,29.3173
10,14000,0.9606,29.3173
10,14050,0.9917,29.3173
10,14100,1.0139,29.3173
10,14150,0.9987,29.3173
10,14200,1.006,29.3173
10,14250,1.0485,29.3173
11,14300,0.9894,29.4123
11,14350,0.9083,29.4123
11,14400,0.8213,29.4123
11,14450,0.8128,29.4123
11,14500,0.8617,29.4123
11,14550,0.848,29.4123
11,14600,0.8729,29.4123
11,14650,0.8598,29.4123
11,14700,0.8646,29.4123
11,14750,0.8506,29.4123
11,14800,0.794,29.4123
11,14850,0.8349,29.4123
11,14900,0.9245,29.4123
11,14950,0.8946,29.4123
11,15000,0.8282,29.4123
11,15050,0.855,29.4123
11,15100,0.9686,29.4123
11,15150,0.9751,29.4123
11,15200,0.876,29.4123
11,15250,0.8729,29.4123
11,15300,0.8649,29.4123
11,15350,0.8608,29.4123
11,15400,0.858,29.4123
11,15450,0.8742,29.4123
11,15500,0.897,29.4123
11,15550,0.9056,29.4123
11,15600,0.872,29.4123
11,15650,0.881,29.4123
11,15700,0.8973,29.4123
12,15750,0.8465,29.3471
12,15800,0.7637,29.3471
12,15850,0.7174,29.3471
12,15900,0.8267,29.3471
12,15950,0.7471,29.3471
12,16000,0.7767,29.3471
12,16050,0.8213,29.3471
12,16100,0.8223,29.3471
12,16150,0.8027,29.3471
12,16200,0.8305,29.3471
12,16250,0.7705,29.3471
12,16300,0.8526,29.3471
12,16350,0.7997,29.3471
12,16400,0.7948,29.3471
12,16450,0.8145,29.3471
12,16500,0.7437,29.3471
12,16550,0.8018,29.3471
12,16600,0.7829,29.3471
12,16650,0.7852,29.3471
12,16700,0.7558,29.3471
12,16750,0.8119,29.3471
12,16800,0.7976,29.3471
12,16850,0.7547,29.3471
12,16900,0.7716,29.3471
12,16950,0.8569,29.3471
12,17000,0.8562,29.3471
12,17050,0.8427,29.3471
12,17100,0.798,29.3471
13,17150,0.8143,29.597
13,17200,0.7416,29.597
13,17250,0.732,29.597
13,17300,0.7593,29.597
13,17350,0.6915,29.597
13,17400,0.7331,29.597
13,17450,0.7492,29.597
13,17500,0.7344,29.597
13,17550,0.7244,29.597
13,17600,0.7293,29.597
13,17650,0.7218,29.597
13,17700,0.6838,29.597
13,17750,0.7333,29.597
13,17800,0.78,29.597
13,17850,0.6992,29.597
13,17900,0.737,29.597
13,17950,0.7398,29.597
13,18000,0.7834,29.597
13,18050,0.7332,29.597
13,18100,0.8017,29.597
13,18150,0.7367,29.597
13,18200,0.7916,29.597
13,18250,0.7451,29.597
13,18300,0.7044,29.597
13,18350,0.6769,29.597
13,18400,0.6864,29.597
13,18450,0.7086,29.597
13,18500,0.7087,29.597
13,18550,0.7553,29.597
14,18600,0.7188,29.7555
14,18650,0.6853,29.7555
14,18700,0.6723,29.7555
14,18750,0.6807,29.7555
14,18800,0.7009,29.7555
14,18850,0.6813,29.7555
14,18900,0.7411,29.7555
14,18950,0.6665,29.7555
14,19000,0.7102,29.7555
14,19050,0.6545,29.7555
14,19100,0.6989,29.7555
14,19150,0.6929,29.7555
14,19200,0.6288,29.7555
14,19250,0.7045,29.7555
14,19300,0.7542,29.7555
14,19350,0.6536,29.7555
14,19400,0.7468,29.7555
14,19450,0.6761,29.7555
14,19500,0.7334,29.7555
14,19550,0.7249,29.7555
14,19600,0.695,29.7555
14,19650,0.7129,29.7555
14,19700,0.6925,29.7555
14,19750,0.6888,29.7555
14,19800,0.7337,29.7555
14,19850,0.7045,29.7555
14,19900,0.7444,29.7555
14,19950,0.6304,29.7555
14,20000,0.7232,29.7555
15,20050,0.6788,29.5386
15,20100,0.6488,29.5386
15,20150,0.623,29.5386
15,20200,0.773,29.5386
15,20250,0.715,29.5386
15,20300,0.6626,29.5386
15,20350,0.6994,29.5386
15,20400,0.6716,29.5386
15,20450,0.696,29.5386
15,20500,0.6802,29.5386
15,20550,0.7419,29.5386
15,20600,0.6495,29.5386
15,20650,0.7152,29.5386
15,20700,0.7046,29.5386
15,20750,0.6698,29.5386
15,20800,0.6512,29.5386
15,20850,0.6828,29.5386
15,20900,0.6336,29.5386
15,20950,0.6766,29.5386
15,21000,0.6655,29.5386
15,21050,0.661,29.5386
15,21100,0.7031,29.5386
15,21150,0.6654,29.5386
15,21200,0.657,29.5386
15,21250,0.6815,29.5386
15,21300,0.7363,29.5386
15,21350,0.6509,29.5386
15,21400,0.7171,29.5386
