epoch,global_step,loss,rougeL
13,17800,1.359,28.6655
13,17850,1.2704,28.6655
13,17900,1.3143,28.6655
13,17950,1.313,28.6655
13,18000,1.3847,28.6655
13,18050,1.3806,28.6655
13,18100,1.4204,28.6655
13,18150,1.3275,28.6655
13,18200,1.4049,28.6655
13,18250,1.3463,28.6655
13,18300,1.3233,28.6655
13,18350,1.2663,28.6655
13,18400,1.2963,28.6655
13,18450,1.294,28.6655
13,18500,1.3046,28.6655
13,18550,1.3638,28.6655
14,18600,1.3195,28.942
14,18650,1.2815,28.942
14,18700,1.2703,28.942
14,18750,1.2789,28.942
14,18800,1.3284,28.942
14,18850,1.3145,28.942
14,18900,1.3248,28.942
14,18950,1.2698,28.942
14,19000,1.3197,28.942
14,19050,1.2808,28.942
14,19100,1.3396,28.942
14,19150,1.3289,28.942
14,19200,1.2214,28.942
14,19250,1.3322,28.942
14,19300,1.3792,28.942
14,19350,1.2486,28.942
14,19400,1.3442,28.942
14,19450,1.2791,28.942
14,19500,1.3889,28.942
14,19550,1.3476,28.942
14,19600,1.3307,28.942
14,19650,1.3172,28.942
14,19700,1.3045,28.942
14,19750,1.3038,28.942
14,19800,1.3037,28.942
14,19850,1.3011,28.942
14,19900,1.3661,28.942
14,19950,1.2258,28.942
14,20000,1.3484,28.942
15,20050,1.3126,28.8137
15,20100,1.2839,28.8137
15,20150,1.2021,28.8137
15,20200,1.384,28.8137
15,20250,1.3497,28.8137
15,20300,1.2507,28.8137
15,20350,1.2987,28.8137
15,20400,1.2979,28.8137
15,20450,1.3312,28.8137
15,20500,1.2853,28.8137
15,20550,1.342,28.8137
15,20600,1.255,28.8137
15,20650,1.352,28.8137
15,20700,1.3285,28.8137
15,20750,1.2861,28.8137
15,20800,1.2738,28.8137
15,20850,1.3304,28.8137
15,20900,1.2525,28.8137
15,20950,1.2994,28.8137
15,21000,1.2873,28.8137
15,21050,1.2837,28.8137
15,21100,1.3402,28.8137
15,21150,1.2973,28.8137
15,21200,1.2654,28.8137
15,21250,1.2732,28.8137
15,21300,1.3329,28.8137
15,21350,1.2653,28.8137
15,21400,1.3348,28.8137
